( suba_0001 "Enkawi eya emirimo egia owuami yawanga ni engeere soifu ki iwute" )
( suba_0002 "Ekisangaalo ekingi kino kiaizuzia omwoyo ogwa Maginga kie enswa eizuule na amanzi" )
( suba_0003 "Omwami yoona yamulaga ing'ana rino kangi" )
( suba_0004 "Reka omwezi gusigale omudeerwa kugere Otonda atanike emirimo" )
( suba_0005 "Olumbe lwazra soifu olwa awantu waaluguula kandi wakialuguula na katio" )
( suba_0006 "Omuwasu dula, enzoka yarumuka- urumuka emulowola agati eya awantu mala emutema kasatu" )
( suba_0007 "Omurima yatanyika ateeka kio omuno ogwa amakwati" )
( suba_0008 "Soifu yafwirra ao" )
( suba_0009 "Awantu waganyana na amiire okuawurwa mbwe wafume wagie ewulaguuzi" )
( suba_0010 "Awaafuma waatuukra mbwe omwami Wankolo nio owakonera soifu enzoka eyamwita" )
( suba_0011 "Gano yakola kugere arekre owundi musasa emirimo egia owuami" )
( suba_0012 "Awagaaka waikunza, wata omwami ansi wamuwuuzia, kandi yaganya mbwe ekikeeno nikio ekiamuniina" )
( suba_0013 "Awagaaka wamusoozia-usoozia wamureka aeniki enyonyi eya oinyu ekuria yakureka oluwaala" )
( suba_0014 "Inze nyawula ekia nkakone, okusu kwampamba kandi amaziga ganderengako" )
( suba_0015 "Nyakenga mumwoyo gwange mbwe ago ndirigaakomorra enyende mumagombe" )
( suba_0016 "Omwoyo gwange gwaizula no okusu kiema owusungu wuizula muntama eya enzoka" )
( suba_0017 "Amingirizio gaateeka, ekialo kinteeka" )
( suba_0018 "Awiina wange kutio, nyafwana omusiru" )
( suba_0019 "Ensimuko eya Awakune Awakune na Awasuba awamenyere mukialo ekietwa mbwe Ewukisingiri mukitemo ekia Suba; wario awandi woona awamenyere Ewusuuna" )
( suba_0020 "Kale Awakune waawanga ni wamenyere Tanganyiika mukitemo ekietwa mbwe Rieny Kowuoyo" )
( suba_0021 "Guukwa waawu yaetwanga mbwe Murianyi" )
( suba_0022 "Murianyi yawanga omutegi owa entiang'i" )
( suba_0023 "Owuire wulala omulamu waae yamulaga mbwe agie amureetreko ekisowu ekilamu awoneko kiema kifwanana" )
( suba_0025 "Ekisowu kino olwa kiaimva ampi ni omulamu Murianyi, kiaguluka kandi kimukuba oluwasi ma afwa aeniki yawanganga ni isaai" )
( suba_0026 "Kino kiawiirizia omwoyo ogwa Murianyi kugera ang'aanya aema Rieny Kowuoyo" )
( suba_0027 "Murianyi yafuma agia kumwalo atuukra isamba-samba" )
( suba_0028 "Yaringramo kandi riweya-weya nawuno riiza rimugowia kumwalo ogwa Ekiseegi kuwusurwa" )
( suba_0029 "Murianyi yamenya Ekiseegi aa yaiwurra awaana waae wane: Saaka, Kiraario, Mungusa ni Kithooke" )
( suba_0030 "Saaka nio owa iwula Awasiambi, kandi Kiraario iye yaiwula Awireegi awamenyere Ewuigase nyingeeno" )
( suba_0031 "Ni owungi owua Awakune awamenyere Eukisingiri enyinga zino no oluganda olwa Mungusa owaiwula awaana wane awaetwa mbwe Kisewe, Kirere, Mgee ni Kiwundaru" )
( suba_0032 "Kithooke iye yaitwa no owuta ni wamwawu waae na aswika enyumba na akiari okukwa" )
( suba_0033 "Kutio okwagala ilowa, kwagera amaye gawa mangi agati yaawu ne enganda zindi eziawanga Eukisingiri" )
( suba_0034 "Kino kiaikola aeniki awantu waagalanga owumenyo, owuairo owue emiandu ni ilowa eria okurima" )
( suba_0035 "Enganda ezialwania awizukulu awa murianyi nizio zino: Awamwegenya, Awategi, Awaloma, Awasaaki, Awalang'o na Awakigunga" )
( suba_0036 "Awantu wano walwanangane ewinN kiema amafumo, ewikumbe, engawo, owuta, emiwano, ewichina no amarungu" )
( suba_0037 "Mu iye rino Awamwegenya wakirwa kandi wagwira wasigala watoono" )
( suba_0038 "Awategi iwo wang'aanya wagia muwialo ewigawukaane-gawukaane kiomo Ewigase ni Tanganyiika" )
( suba_0039 "Awaloma woona iwo wang'aanya wagia Ewudemi Muwarungu wasigala watoono" )
( suba_0040 "Ekiriango ekietwa mbwe Awasaaki woona wang'aanya wagia wamenya Ewusao" )
( suba_0041 "Ewiriango ewisigaale kiomo Awalang'o na Awakigunga woona wagwira wagia muwitemo windi" )
( suba_0042 "Awakune wawanganga na awantu awakalangufu kandi awasiani awalwanira ekialo kiomo Odongo, Odola, Mwina Mkai, Mung'aanyi, Murimba, Igembe ni Magio" )
( suba_0043 "Kutio okuwa na awantu awasiani kandi awakalangufu kwagera Awakune wasigala ku ilowa aa wakiamenyeremo nauno enyinga zino" )
( suba_0044 "Awasuba waema Euganda ni waaza aa wamenyere nyingeeno" )
( suba_0045 "Olumbe olwa omwami Junju nilwo olwagera Awakunta ni warumuka okwema Euganda ni waaza aa wari nyingeeno" )
( suba_0046 "Ivuang'ano waazra muwuato owua awakwe waawu Awawaare" )
( suba_0047 "Wano waawanga Witewe ni awamunyumba yaae ni Kiboye wamwau waae owaita omwami Junju" )
( suba_0048 "Olwa waatuuka kwi Ivwang'ano wagowera kumwalo ogwa Ekiteenyi" )
( suba_0049 "Nikwemao watembula omugizi gwawu Emauta ni Kiboye iye yaemao agia okumenya Ewuigasi" )
( suba_0050 "Olwa yatuuka Ewuigasi, yagowera Ekisegi" )
( suba_0051 "Nikwemao yawona eriosi ni rivunda mukigiri ekia Awiregi aa yatuukra omugaaka owa omukazi waae yafwa" )
( suba_0052 "Kiboye yaa-amba owuiko no omuntu oyo nawuno wawurizania ni Kiboye mbwe Kiboye atoole omwala waae awe omukazi waae" )
( suba_0054 "Witewe yoona olwa yawurra amang'ana aga wamwawu ago, yaganya" )
( suba_0055 "Kuwiriango ewia ema Euganda awalonda Awakunta ni Awakinga" )
( suba_0063 "Waaingira mumaato gaawu wavuga nauno waatuuka Kusigulu, nikwo waezera" )
( suba_0065 "Olwa waema ao katio waaza watuuka Eluzinga aa waatembula emigizi giawu na awandi woona waaza wamenya Ivwang'ano" )
( suba_0066 "Olwa wano waaza, waatuukra ewiriango windi wiona ni wimiire okumenya Ivwang'ano" )
( suba_0067 "Wino wiawanga ewiriango ewifwana, Awisokolwa, Awasaamo, Awagimbe, Awakiimba na Awiramba" )
( suba_0068 "Awisokolwa woona waema Euganda kandi waaza kia awavuwi" )
( suba_0069 "Awasaamo iwo waema Esaamia kandi woona waawanga awavuwi awaagenda-genda mumialo ni wavuwa" )
( suba_0070 "Emvwa ziawanga okuria okukaate okwa Awasuba" )
( suba_0071 "Awagimbe woona waema Euganda kandi waaza watuukra owumenyo wuawu Kwigulwe ne enganda zindi nizikiari okuuza Ivwang'ano" )
( suba_0072 "Awakimba na Awiramba woona guukwa waawu Luwaare yaema Euganda" )
( suba_0073 "Luwaare yaema Euganda na awiina waae ni waaza okureeta owukeke okufwania emere no omuunyu ogwa ekisari Eukisingri" )
