( common_voice_ha_26692998 "Falmata ta rufe kanta a ɗakinta tana kuka kusan awa daya." )
( common_voice_ha_26693002 "An tuhumi Hassan da fitar da wasu muhimman bayanai." )
( common_voice_ha_26693005 "Georege ya zana da'ira da sanda." )
( common_voice_ha_26693006 "Tana karatun digiri ne na Ivy League." )
( common_voice_ha_26693872 "Abdullahi ya ce Zulai ba ta da tabbacin ko Hassan zai yi haka." )
( common_voice_ha_26693873 "Duk abinda na zama yau dalilin kawuna ne." )
( common_voice_ha_26693874 "Yayinda likita ya bi gawar mara lafiya, abin ya dame shi sosai." )
( common_voice_ha_26693875 "Ina tantama." )
( common_voice_ha_26693876 "Meg yana sha'awar sanin komai game da Japan." )
( common_voice_ha_26694102 "Bude kofar. Na san kina ciki." )
( common_voice_ha_26694103 "Babangida wataƙila ba zai zama mai wayo kamar yadda kake tsammani ba." )
( common_voice_ha_26694104 "Ibrahim ya ce ya ga Hafsat da safiyar nan." )
( common_voice_ha_26694105 "Ba wani daga cikin iyalaina da zai yi haka." )
( common_voice_ha_26694106 "Yi hakuri game da abinda ya faru jiya." )
( common_voice_ha_26716611 "Ina fatan wannan ya isa haka." )
( common_voice_ha_26716612 "Khalifat ya faɗa mini cewa tana cikin koshin lafiya." )
( common_voice_ha_26716613 "Ina ɗaukar wata hanya dabam." )
( common_voice_ha_26716614 "Ibrahim uwana yana karatu a Boston domin zama malami." )
( common_voice_ha_26716615 "Faɗa mini wunin ka a yau." )
( common_voice_ha_26716781 "Yana da haɗari fiye da yadda na yi tunani." )
( common_voice_ha_26716782 "Aliyu ya yi ta samun nasara." )
( common_voice_ha_26716783 "Halinsa koyaushe abin daraja ne." )
( common_voice_ha_26716784 "Kada a sha ciyawar shinkafa ɗaya!" )
( common_voice_ha_26716785 "Mr. Wood ya zo kofa kuma yayi magana da maman Tony." )
( common_voice_ha_26716816 "Ko akwai wajen da za mu iya magana cikin sirri?" )
( common_voice_ha_26716817 "Da alama Ibrahim zai kawo mana ziyarar bazara." )
( common_voice_ha_26716818 "Baki ɗaya na rasa yadda zan yi." )
( common_voice_ha_26716819 "Ya kaini ƙarshe." )
( common_voice_ha_26716820 "Kana jin za ka iya taimakawa Habibu ta haka?" )
( common_voice_ha_26716821 "Littafin da na sayo na kan tebur." )
( common_voice_ha_26716822 "Su na cin zuma da biredi." )
( common_voice_ha_26716823 "Ya yi arziƙi ta hanyar rubuta littattafan da suka shahara." )
( common_voice_ha_26716825 "Habibu ya kasa samar da shaidar da za ta taimakawa bayanan sa." )
( common_voice_ha_26716826 "Mr. Wood ya sa sakatariyarsa ta buga wasiƙunsa." )
( common_voice_ha_26716887 "Ba zan iya tuna takamaiman abinda Abdullahi ya fada ba." )
( common_voice_ha_26716888 "Baki daya burina ya kare a mafarki." )
( common_voice_ha_26716889 "Jauro ya shirya kashe Amsaam." )
( common_voice_ha_26716890 "Arziƙin mutumin na da girma, sai dai kuma faɗansa ya yi yawa." )
( common_voice_ha_26716891 "Zafin ya shiga cikin kafafuwana na dama." )
( common_voice_ha_26716899 "yana faruwane a tsakiyar kirji na" )
( common_voice_ha_26716900 "Hatta doki mafi sauri kafafu huɗu ne da shi." )
( common_voice_ha_26716902 "Bai haɗa da dukan ƙuntatawa ba, amma har yanzu yana da amfani." )
( common_voice_ha_26716903 "Ke yarinya mai ban dariya." )
( common_voice_ha_26716924 "Tabbas za mu taimaka masa." )
( common_voice_ha_26716925 "Dangane da Apple da Google, tsarin yana da niyyar yin birgima a matakai uku:" )
( common_voice_ha_26716926 "Na bar gida da wuri domin na halarci taron kan lokaci." )
( common_voice_ha_26716927 "Wandunanka sun yi dauɗa." )
( common_voice_ha_26716928 "Me ya sa ba ki gaya musu su tafi ba?" )
( common_voice_ha_26716951 "Taimaka ka wanke." )
( common_voice_ha_26716952 "Doka ta taƙaita dukkan ƙarfin da take bayarwa." )
( common_voice_ha_26716953 "Ba na jin za mu iya dogara da shi." )
( common_voice_ha_26716954 "Tiyatan jiya ne aka yi." )
( common_voice_ha_26716955 "Ban fahimci rabin abinda ta faɗa ba." )
( common_voice_ha_26716962 "Wani mutum mai cike da ciki yana tunanin babu wanda yake jin yunwa." )
( common_voice_ha_26716963 "Filin ya cika da tarin dusar ƙanƙara." )
( common_voice_ha_26716965 "Jami ya sake rasa wayar sa." )
( common_voice_ha_26716967 "Aliko ya kusa kammalawa a nan." )
( common_voice_ha_26796130 "Ba na tsammanin dole ne mu yi hakan." )
( common_voice_ha_26796134 "Shin baka son Babangida ya ji dadi?" )
( common_voice_ha_26796135 "Lokacin da ya shiga cikin ginin, ya tsorata sakamakon jin kuka kwatsam." )
( common_voice_ha_26796350 "Na samu sako ne a akan cewa kawai an soke taro." )
( common_voice_ha_26796351 "Tijjani da Jummai za su yi duk abinda aka sa su yi." )
( common_voice_ha_26796352 "Akwai wahala, amma ya cancanci ko wane digon zaki." )
( common_voice_ha_26796354 "Na yi tunannin shi kyakkyawa ne" )
( common_voice_ha_26796355 "Ko me za a yi Ibrahima mutumin ƙwarai ne." )
( common_voice_ha_26796473 "Wasu ayyukan suna da muhimmanci." )
( common_voice_ha_26796476 "Kada wata ƙasa ta shiga harkokin cikin gidan wata ƙasar." )
( common_voice_ha_26796477 "Gordon ya shiga wani yanayi gaba daya satin nan." )
( common_voice_ha_26796478 "Ina son zuwa gonarsa lokacin hutun bazara." )
( common_voice_ha_26796580 "Hafsat ta ce ta gano akan banci." )
( common_voice_ha_26796581 "Habibu yace ya saba da irin wannan aikin." )
( common_voice_ha_26796582 "Ishaku ya fara halartar cocin ibilisai." )
( common_voice_ha_26796583 "A gayawa sakataren ofishin ya zuba kayan a wajen ajiya." )
( common_voice_ha_26796584 "Mutuwar kakar babbar asara ce ga dukkan iyalin." )
( common_voice_ha_26796675 "Mustapha ya jefa hancin apple a bolar gwangwanaye." )
( common_voice_ha_26796677 "Sha-sha-sha — kamar ganga kowa ya buga ya wuce." )
( common_voice_ha_26796679 "Hanyar ta ci gaba kai tsaye don mil tsawon ƙarewa." )
( common_voice_ha_26796680 "Waye yake buga ƙofa wannan a lokacin?" )
( common_voice_ha_26796683 "Ƴan rawar sun yi matuƙar kyau cikin fararen kayan, ga ƙarfi tamkar dawakai." )
( common_voice_ha_26796774 "Aliyu ya ce Hamsatu ta so taimaka mana." )
( common_voice_ha_26796775 "Mr. Hunt ne shugaban makarantar mu." )
( common_voice_ha_26796776 "Akwai manyan macizai a wannan tsibirin." )
( common_voice_ha_26796780 "Na yi tsammanin Amsa za ta yi hakan." )
( common_voice_ha_26796782 "Abdullahi yana da yara kanana." )
( common_voice_ha_26796834 "Tana yin haka ne idan ta na cikin fushi." )
( common_voice_ha_26796835 "Ta ce ji haushi sosai." )
( common_voice_ha_26796836 "Bai kamata mu rika magana da juna ba." )
( common_voice_ha_26796837 "Ba za ki tsaya nan tare da mu ba?" )
( common_voice_ha_26796838 "Jalal baya alfahari da abinda ya faru da shi a baya." )
( common_voice_ha_26796893 "Suna tunani sosai." )
( common_voice_ha_26796895 "Mage ce a kasan teburi." )
( common_voice_ha_26796897 "Wannan na da dandano kamar na kaji." )
( common_voice_ha_26796898 "Na ji rauni yayin da muke darasin motsa jiki." )
( common_voice_ha_26796899 "Abun kunya ne sosai." )
( common_voice_ha_26796953 "Jauro ne shugaban mu." )
( common_voice_ha_26796954 "Tunda yanzu ka faɗa, bana cikin yanke irin wannan hukuncin." )
( common_voice_ha_26796956 "Dodon ya sace min sarƙata da na fi ji da ita kuma ya gudu." )
( common_voice_ha_26796958 "Bana tsammanin Tijjani ne ya yi haka." )
( common_voice_ha_26797064 "amma matsala mafi mahimmanci yanzu shine wannan ciwon kirji" )
( common_voice_ha_26797065 "Aliko ya manna fasta a jikin bango." )
( common_voice_ha_26797066 "A ƙarshe, ba a sami alpaca alpha-CoV ba a cikin dabbobin feral." )
( common_voice_ha_26797068 "A ɗauraye da kyau a ruwa mai gudana." )
( common_voice_ha_26797069 "Za mu gyara wannan." )
( common_voice_ha_26797127 "Ajiye har yanzu-fashewa da ƙuntatawa na tafiya suna canzawa da sauri." )
( common_voice_ha_26797128 "Yau ina da wani." )
( common_voice_ha_26797130 "Ta yi ihun jin daɗi har ta fita hayyacinta." )
( common_voice_ha_26797132 "Ba zan iya taimakawa Abdullahi yin abin da yake ƙoƙarin yi ba." )
( common_voice_ha_26797133 "Har yaushe kuka bar Aliko kadai?" )
( common_voice_ha_26797203 "Wadannan kalmomini da aka yi amfani da su basu dace ba." )
( common_voice_ha_26797204 "Ban san yadda ake sarrafa tayan keke ba." )
( common_voice_ha_26797205 "Ana iya aiwatar da matakan kariya da ragewar cutan a lokaci guda." )
( common_voice_ha_26797207 "Zamu tafi gida." )
( common_voice_ha_26797208 "Kai, wannan wace irin haduwa ce! Tambarin yatsunmu iri ɗaya da Ishaku." )
( common_voice_ha_26797292 "Abdullahi ya ce yana ƙarfi na asali." )
( common_voice_ha_26797293 "Wannan gaskiyane musamman gameda iyaye masu karancin Ilimi da madogara." )
( common_voice_ha_26797295 "Ban sanya kwat ba." )
( common_voice_ha_26797298 "Tsarin wayata ba ya karɓar kiran caji ya maida." )
( common_voice_ha_26797299 "Sabuwar gaɗa na jirgin ƙasa za'a gina tsakanin garuruwa guda biyu." )
( common_voice_ha_26797431 "Da ya je ya jefa kanshi a rahaman kotu." )
( common_voice_ha_26797433 "Na sumbaci ƙarƙashin ƙafarka." )
( common_voice_ha_26797434 "Ciniki ya hau cikin sauri a makon da ya wuce, a maganar kakakin woolworth." )
( common_voice_ha_26797435 "Kamar tafiya a kan wata." )
( common_voice_ha_26797498 "Zaʻa samu ƙarin bayani game da tsarin a cikin wannan sashin." )
( common_voice_ha_26797499 "Habibu ya ji daɗi sosai game da abin da ya faru." )
( common_voice_ha_26797500 "Kasance aboki nakusa ka fita neman abinci. A lokaci guda, fitar da sharan." )
( common_voice_ha_26797501 "Muna maka barka da ranar Kirsimeti kai da iyalanka." )
( common_voice_ha_26797502 "ka ji kamar kirjin ka ya ɗaure" )
( common_voice_ha_26797571 "Mustapha ya ce tabbas ya san za ka yi hakan." )
( common_voice_ha_26797573 "Kamar Aliyua zai yi wannan yanzun nan." )
( common_voice_ha_26797574 "Japan suna dogara akan wasu kasashe ma mai." )
( common_voice_ha_26797575 "Amy ta yi aiki a farfajiyar Asabar ɗin da ta gabata." )
( common_voice_ha_26797578 "Habibu ta ce ta yi tunanin Aliko na zargi." )
( common_voice_ha_26797663 "Bai sa mu ba kawai." )
( common_voice_ha_26797664 "Mr Hawk mutumin ƙwarai ne." )
( common_voice_ha_26797665 "Shin kana ganin za samu shigab jamiya Harvard haryanzu?" )
( common_voice_ha_26797666 "Zafi da sanyi, hasken rana mai ban sha'awa, Kyakkyawan yanayin zafi!" )
